record_date,branch_name,total_patient_tally,item_name,beginning_stock,quantity_used,stock_received,ending_stock,animal_bite_cases,vaccinations_administered,minimum_stock_level
21/01/2026,Cainta,55,GAUZE PAD,265.2,5.4,0.0,259.8,15,13,50
21/01/2026,Cainta,55,COTTON BALLS,2730.4,39.7,0.0,2690.7,14,17,240
21/01/2026,Cainta,55,BETADINE,4.0,0.3,0.0,3.7,26,23,50
21/01/2026,Cainta,55,ALCOHOL,10.1,0.3,0.0,9.8,20,26,50
21/01/2026,Cainta,55,FACEMASK,428.8,11.4,0.0,417.4,27,31,100
21/01/2026,Cainta,55,GLOVES,769.2,11.4,177.7,935.5,23,25,100
21/01/2026,Cainta,55,MICROPRE,166.2,2.6,0.0,163.6,34,33,50
21/01/2026,Cainta,55,STERILE WATER,75.3,1.6,13.9,87.6,20,28,50
21/01/2026,Cainta,55,REF THERMOMETER,4.0,0.6,0.0,3.4,29,36,50
21/01/2026,Cainta,55,ACRYLIC CONTAINERS,14.9,1.1,0.0,13.8,15,19,50
21/01/2026,Cainta,55,COOLER,8.8,0.3,0.0,8.5,35,44,50
21/01/2026,Cainta,55,KIDNEY BASIN,12.1,1.1,0.0,11.0,35,40,50
21/01/2026,Cainta,55,WEIGHING SCALE,16.7,0.3,0.0,16.4,30,41,50
21/01/2026,Cainta,55,FORCEPS,11.5,1.1,0.0,10.4,24,28,50
21/01/2026,Cainta,55,BETADINE CONTAINER,0.5,0.5,0.0,0.0,19,21,50
21/01/2026,Cainta,55,ALCOHOL PUMP CONTAINER,8.2,0.6,0.0,7.6,32,31,50
22/01/2026,Cainta,69,SPEEDA,1308.0,10.1,0.0,1297.9,38,37,70
22/01/2026,Cainta,69,ABHAYRAB,34.1,3.3,0.0,30.8,23,29,50
22/01/2026,Cainta,69,VAXIRAB,100.8,3.4,0.0,97.4,30,30,50
22/01/2026,Cainta,69,CHIRORAB,69.2,3.6,0.0,65.6,30,37,50
22/01/2026,Cainta,69,ERIG,33.1,2.7,0.0,30.4,40,55,50
22/01/2026,Cainta,69,HRIG,12.7,1.4,0.0,11.3,36,38,50
22/01/2026,Cainta,69,"ATS 1,500 ""IU""",30.9,1.4,0.0,29.5,35,30,50
22/01/2026,Cainta,69,"ATS 3000 ""IU""",37.7,1.4,0.0,36.3,35,42,50
22/01/2026,Cainta,69,"ATS 5,000 ""IU""",13.2,1.4,0.0,11.8,25,20,50
22/01/2026,Cainta,69,HTIG,9.0,0.7,0.0,8.3,28,36,50
22/01/2026,Cainta,69,TOXOID BETT,1160.0,6.8,0.0,1153.2,19,21,50
22/01/2026,Cainta,69,TOXOID ABHAYTOX,124.9,1.4,0.0,123.5,39,43,50
22/01/2026,Cainta,69,PPD,10.0,0.3,0.0,9.7,29,33,50
22/01/2026,Cainta,69,HEPA B,59.9,1.4,0.0,58.5,29,32,50
22/01/2026,Cainta,69,HEPA BIG,14.9,1.4,11.0,24.5,24,24,50
22/01/2026,Cainta,69,FLU,2.8,0.7,0.0,2.1,23,22,50
22/01/2026,Cainta,69,AMOXICILLIN 500MG,1414.9,17.6,0.0,1397.3,33,35,140
22/01/2026,Cainta,69,CEFALEXIN 500 MG,2266.0,13.0,0.0,2253.0,24,32,100
22/01/2026,Cainta,69,MEFENAMIC 500 MG,2652.4,15.6,0.0,2636.8,19,17,120
22/01/2026,Cainta,69,INSULIN,1424.6,18.9,0.0,1405.7,38,38,150
22/01/2026,Cainta,69,1CC/3CC,997.8,6.7,0.0,991.1,28,26,50
22/01/2026,Cainta,69,5CC/10CC,938.8,6.7,0.0,932.1,28,30,50
22/01/2026,Cainta,69,CETIRIZINE,2480.0,15.0,0.0,2465.0,29,26,100
22/01/2026,Cainta,69,G23,703.1,3.3,0.0,699.8,40,50,50
22/01/2026,Cainta,69,G27,791.6,3.5,0.0,788.1,26,22,50
22/01/2026,Cainta,69,GAUZE PAD,259.8,7.3,0.0,252.5,38,46,50
22/01/2026,Cainta,69,COTTON BALLS,2690.7,31.1,0.0,2659.6,43,41,240
22/01/2026,Cainta,69,BETADINE,3.7,0.3,0.0,3.4,35,38,50
22/01/2026,Cainta,69,ALCOHOL,9.8,0.3,0.0,9.5,29,27,50
22/01/2026,Cainta,69,FACEMASK,417.4,15.5,0.0,401.9,38,47,100
22/01/2026,Cainta,69,GLOVES,935.5,14.1,0.0,921.4,30,41,100
22/01/2026,Cainta,69,MICROPRE,163.6,3.4,0.0,160.2,29,27,50
22/01/2026,Cainta,69,STERILE WATER,87.6,2.1,0.0,85.5,32,44,50
22/01/2026,Cainta,69,REF THERMOMETER,3.4,0.7,0.0,2.7,26,26,50
22/01/2026,Cainta,69,ACRYLIC CONTAINERS,13.8,1.4,0.0,12.4,20,23,50
22/01/2026,Cainta,69,COOLER,8.5,0.3,0.0,8.2,29,35,50
22/01/2026,Cainta,69,KIDNEY BASIN,11.0,1.4,0.0,9.6,21,19,50
22/01/2026,Cainta,69,WEIGHING SCALE,16.4,0.3,0.0,16.1,29,31,50
22/01/2026,Cainta,69,FORCEPS,10.4,1.4,0.0,9.0,33,28,50
22/01/2026,Cainta,69,BETADINE CONTAINER,0.0,0.7,14.7,14.0,43,52,50
22/01/2026,Cainta,69,ALCOHOL PUMP CONTAINER,7.6,0.7,0.0,6.9,18,19,50
23/01/2026,Cainta,84,SPEEDA,1297.9,12.0,0.0,1285.9,42,56,70
23/01/2026,Cainta,84,ABHAYRAB,30.8,4.3,0.0,26.5,36,35,50
23/01/2026,Cainta,84,VAXIRAB,97.4,3.9,0.0,93.5,22,30,50
23/01/2026,Cainta,84,CHIRORAB,65.6,4.1,0.0,61.5,29,26,50
23/01/2026,Cainta,84,ERIG,30.4,3.4,0.0,27.0,25,29,50
23/01/2026,Cainta,84,HRIG,11.3,1.7,0.0,9.6,28,28,50
23/01/2026,Cainta,84,"ATS 1,500 ""IU""",29.5,1.7,0.0,27.8,30,27,50
23/01/2026,Cainta,84,"ATS 3000 ""IU""",36.3,1.7,0.0,34.6,34,29,50
23/01/2026,Cainta,84,"ATS 5,000 ""IU""",11.8,1.7,0.0,10.1,39,47,50
23/01/2026,Cainta,84,HTIG,8.3,0.8,0.0,7.5,21,20,50
23/01/2026,Cainta,84,TOXOID BETT,1153.2,7.5,198.3,1344.0,26,30,50
23/01/2026,Cainta,84,TOXOID ABHAYTOX,123.5,1.6,0.0,121.9,24,33,50
23/01/2026,Cainta,84,PPD,9.7,0.4,0.0,9.3,39,39,50
23/01/2026,Cainta,84,HEPA B,58.5,1.7,0.0,56.8,32,26,50
23/01/2026,Cainta,84,HEPA BIG,24.5,1.6,0.0,22.9,39,35,50
23/01/2026,Cainta,84,FLU,2.1,0.8,0.0,1.3,28,24,50
23/01/2026,Cainta,84,AMOXICILLIN 500MG,1397.3,23.3,0.0,1374.0,22,24,140
23/01/2026,Cainta,84,CEFALEXIN 500 MG,2253.0,19.3,329.6,2563.3,53,66,100
23/01/2026,Cainta,84,MEFENAMIC 500 MG,2636.8,20.1,0.0,2616.7,25,24,120
23/01/2026,Cainta,84,INSULIN,1405.7,26.7,0.0,1379.0,25,22,150
23/01/2026,Cainta,84,1CC/3CC,991.1,8.5,0.0,982.6,26,31,50
23/01/2026,Cainta,84,5CC/10CC,932.1,7.6,0.0,924.5,54,53,50
23/01/2026,Cainta,84,CETIRIZINE,2465.0,18.1,0.0,2446.9,42,48,100
23/01/2026,Cainta,84,G23,699.8,4.2,0.0,695.6,42,57,50
23/01/2026,Cainta,84,G27,788.1,4.3,0.0,783.8,54,53,50
23/01/2026,Cainta,84,GAUZE PAD,252.5,10.2,0.0,242.3,24,27,50
23/01/2026,Cainta,84,COTTON BALLS,2659.6,27.7,0.0,2631.9,54,69,240
23/01/2026,Cainta,84,BETADINE,3.4,0.4,0.0,3.0,28,34,50
23/01/2026,Cainta,84,ALCOHOL,9.5,0.4,0.0,9.1,42,53,50
23/01/2026,Cainta,84,FACEMASK,401.9,17.3,0.0,384.6,35,44,100
23/01/2026,Cainta,84,GLOVES,921.4,16.7,156.2,1060.9,34,38,100
23/01/2026,Cainta,84,MICROPRE,160.2,4.1,0.0,156.1,52,58,50
23/01/2026,Cainta,84,STERILE WATER,85.5,2.5,0.0,83.0,26,32,50
23/01/2026,Cainta,84,REF THERMOMETER,2.7,0.8,0.0,1.9,55,67,50
23/01/2026,Cainta,84,ACRYLIC CONTAINERS,12.4,1.7,0.0,10.7,34,41,50
23/01/2026,Cainta,84,COOLER,8.2,0.4,0.0,7.8,43,44,50
23/01/2026,Cainta,84,KIDNEY BASIN,9.6,1.7,0.0,7.9,54,70,50
23/01/2026,Cainta,84,WEIGHING SCALE,16.1,0.4,0.0,15.7,23,22,50
23/01/2026,Cainta,84,FORCEPS,9.0,1.7,0.0,7.3,52,46,50
23/01/2026,Cainta,84,BETADINE CONTAINER,14.0,0.9,0.0,13.1,40,40,50
23/01/2026,Cainta,84,ALCOHOL PUMP CONTAINER,6.9,0.8,0.0,6.1,45,43,50
24/01/2026,Cainta,89,SPEEDA,1285.9,13.7,0.0,1272.2,28,34,70
24/01/2026,Cainta,89,ABHAYRAB,26.5,4.4,0.0,22.1,41,38,50
24/01/2026,Cainta,89,VAXIRAB,93.5,4.6,15.1,104.0,46,55,50
24/01/2026,Cainta,89,CHIRORAB,61.5,4.5,0.0,57.0,38,42,50
24/01/2026,Cainta,89,ERIG,27.0,3.7,0.0,23.3,28,25,50
24/01/2026,Cainta,89,HRIG,9.6,1.8,0.0,7.8,31,30,50
24/01/2026,Cainta,89,"ATS 1,500 ""IU""",27.8,1.8,0.0,26.0,53,59,50
24/01/2026,Cainta,89,"ATS 3000 ""IU""",34.6,1.8,0.0,32.8,23,29,50
24/01/2026,Cainta,89,"ATS 5,000 ""IU""",10.1,1.8,0.0,8.3,47,49,50
24/01/2026,Cainta,89,HTIG,7.5,0.9,0.0,6.6,58,55,50
24/01/2026,Cainta,89,TOXOID BETT,1344.0,9.2,0.0,1334.8,23,22,50
24/01/2026,Cainta,89,TOXOID ABHAYTOX,121.9,1.8,0.0,120.1,28,24,50
24/01/2026,Cainta,89,PPD,9.3,0.4,0.0,8.9,46,37,50
24/01/2026,Cainta,89,HEPA B,56.8,1.8,0.0,55.0,24,33,50
24/01/2026,Cainta,89,HEPA BIG,22.9,1.8,0.0,21.1,43,37,50
24/01/2026,Cainta,89,FLU,1.3,0.9,0.0,0.4,47,41,50
24/01/2026,Cainta,89,AMOXICILLIN 500MG,1374.0,27.6,0.0,1346.4,43,57,140
24/01/2026,Cainta,89,CEFALEXIN 500 MG,2563.3,20.8,0.0,2542.5,35,42,100
24/01/2026,Cainta,89,MEFENAMIC 500 MG,2616.7,25.0,0.0,2591.7,47,50,120
24/01/2026,Cainta,89,INSULIN,1379.0,30.4,0.0,1348.6,43,51,150
24/01/2026,Cainta,89,1CC/3CC,982.6,8.7,0.0,973.9,30,41,50
24/01/2026,Cainta,89,5CC/10CC,924.5,8.5,0.0,916.0,42,36,50
24/01/2026,Cainta,89,CETIRIZINE,2446.9,19.6,277.9,2705.2,54,51,100
24/01/2026,Cainta,89,G23,695.6,4.6,0.0,691.0,46,61,50
24/01/2026,Cainta,89,G27,783.8,4.7,0.0,779.1,39,49,50
24/01/2026,Cainta,89,GAUZE PAD,242.3,8.6,0.0,233.7,34,47,50
24/01/2026,Cainta,89,COTTON BALLS,2631.9,42.5,0.0,2589.4,25,25,240
24/01/2026,Cainta,89,BETADINE,3.0,0.4,0.0,2.6,31,42,50
24/01/2026,Cainta,89,ALCOHOL,9.1,0.4,0.0,8.7,23,23,50
24/01/2026,Cainta,89,FACEMASK,384.6,19.7,80.0,444.9,57,70,100
24/01/2026,Cainta,89,GLOVES,1060.9,17.0,0.0,1043.9,30,40,100
24/01/2026,Cainta,89,MICROPRE,156.1,4.5,0.0,151.6,51,46,50
24/01/2026,Cainta,89,STERILE WATER,83.0,2.7,0.0,80.3,28,26,50
24/01/2026,Cainta,89,REF THERMOMETER,1.9,0.9,0.0,1.0,32,37,50
24/01/2026,Cainta,89,ACRYLIC CONTAINERS,10.7,1.8,0.0,8.9,37,48,50
24/01/2026,Cainta,89,COOLER,7.8,0.4,0.0,7.4,34,29,50
24/01/2026,Cainta,89,KIDNEY BASIN,7.9,1.7,0.0,6.2,51,67,50
24/01/2026,Cainta,89,WEIGHING SCALE,15.7,0.4,0.0,15.3,56,56,50
24/01/2026,Cainta,89,FORCEPS,7.3,1.8,0.0,5.5,53,55,50
24/01/2026,Cainta,89,BETADINE CONTAINER,13.1,0.9,0.0,12.2,28,28,50
24/01/2026,Cainta,89,ALCOHOL PUMP CONTAINER,6.1,0.9,0.0,5.2,50,67,50
25/01/2026,Cainta,5,SPEEDA,1272.2,0.8,0.0,1271.4,2,2,70
25/01/2026,Cainta,5,ABHAYRAB,22.1,0.3,0.0,21.8,3,3,50
25/01/2026,Cainta,5,VAXIRAB,104.0,0.2,0.0,103.8,2,2,50
25/01/2026,Cainta,5,CHIRORAB,57.0,0.3,0.0,56.7,2,3,50
25/01/2026,Cainta,5,ERIG,23.3,0.2,0.0,23.1,2,3,50
25/01/2026,Cainta,5,HRIG,7.8,0.1,0.0,7.7,1,1,50
25/01/2026,Cainta,5,"ATS 1,500 ""IU""",26.0,0.1,0.0,25.9,2,2,50
25/01/2026,Cainta,5,"ATS 3000 ""IU""",32.8,0.1,0.0,32.7,3,3,50
25/01/2026,Cainta,5,"ATS 5,000 ""IU""",8.3,0.1,0.0,8.2,3,3,50
25/01/2026,Cainta,5,HTIG,6.6,0.0,0.0,6.6,3,4,50
25/01/2026,Cainta,5,TOXOID BETT,1334.8,0.5,0.0,1334.3,1,1,50
25/01/2026,Cainta,5,TOXOID ABHAYTOX,120.1,0.1,0.0,120.0,2,2,50
25/01/2026,Cainta,5,PPD,8.9,0.0,7.7,16.6,2,2,50
25/01/2026,Cainta,5,HEPA B,55.0,0.1,0.0,54.9,2,2,50
25/01/2026,Cainta,5,HEPA BIG,21.1,0.1,0.0,21.0,2,2,50
25/01/2026,Cainta,5,FLU,0.4,0.0,0.0,0.4,2,2,50
25/01/2026,Cainta,5,AMOXICILLIN 500MG,1346.4,1.1,0.0,1345.3,2,2,140
25/01/2026,Cainta,5,CEFALEXIN 500 MG,2542.5,1.0,0.0,2541.5,2,2,100
25/01/2026,Cainta,5,MEFENAMIC 500 MG,2591.7,1.0,101.2,2691.9,2,2,120
25/01/2026,Cainta,5,INSULIN,1348.6,1.5,0.0,1347.1,3,3,150
25/01/2026,Cainta,5,1CC/3CC,973.9,0.5,0.0,973.4,2,2,50
25/01/2026,Cainta,5,5CC/10CC,916.0,0.6,0.0,915.4,3,4,50
25/01/2026,Cainta,5,CETIRIZINE,2705.2,1.1,0.0,2704.1,2,2,100
25/01/2026,Cainta,5,G23,691.0,0.3,0.0,690.7,3,3,50
25/01/2026,Cainta,5,G27,779.1,0.3,0.0,778.8,3,2,50
25/01/2026,Cainta,5,GAUZE PAD,233.7,0.5,0.0,233.2,3,3,50
25/01/2026,Cainta,5,COTTON BALLS,2589.4,2.8,118.3,2704.9,3,2,240
25/01/2026,Cainta,5,BETADINE,2.6,0.0,0.0,2.6,3,3,50
25/01/2026,Cainta,5,ALCOHOL,8.7,0.0,0.0,8.7,2,3,50
25/01/2026,Cainta,5,FACEMASK,444.9,1.1,0.0,443.8,2,2,100
25/01/2026,Cainta,5,GLOVES,1043.9,1.1,0.0,1042.8,1,1,100
25/01/2026,Cainta,5,MICROPRE,151.6,0.3,0.0,151.3,2,2,50
25/01/2026,Cainta,5,STERILE WATER,80.3,0.1,0.0,80.2,1,1,50
25/01/2026,Cainta,5,REF THERMOMETER,1.0,0.0,0.0,1.0,2,2,50
25/01/2026,Cainta,5,ACRYLIC CONTAINERS,8.9,0.1,0.0,8.8,1,1,50
25/01/2026,Cainta,5,COOLER,7.4,0.0,0.0,7.4,2,2,50
25/01/2026,Cainta,5,KIDNEY BASIN,6.2,0.1,0.0,6.1,2,3,50
25/01/2026,Cainta,5,WEIGHING SCALE,15.3,0.0,0.0,15.3,2,3,50
25/01/2026,Cainta,5,FORCEPS,5.5,0.1,0.0,5.4,3,3,50
25/01/2026,Cainta,5,BETADINE CONTAINER,12.2,0.1,0.0,12.1,3,4,50
25/01/2026,Cainta,5,ALCOHOL PUMP CONTAINER,5.2,0.1,2.7,7.8,2,2,50
26/01/2026,Cainta,21,SPEEDA,1271.4,3.1,0.0,1268.3,10,11,70
26/01/2026,Cainta,21,ABHAYRAB,21.8,1.0,30.2,51.0,10,8,50
26/01/2026,Cainta,21,VAXIRAB,103.8,1.1,0.0,102.7,9,8,50
26/01/2026,Cainta,21,CHIRORAB,56.7,1.1,0.0,55.6,11,13,50
26/01/2026,Cainta,21,ERIG,23.1,0.8,0.0,22.3,7,9,50
26/01/2026,Cainta,21,HRIG,7.7,0.4,0.0,7.3,13,11,50
26/01/2026,Cainta,21,"ATS 1,500 ""IU""",25.9,0.4,0.0,25.5,6,7,50
26/01/2026,Cainta,21,"ATS 3000 ""IU""",32.7,0.4,0.0,32.3,12,14,50
26/01/2026,Cainta,21,"ATS 5,000 ""IU""",8.2,0.4,0.0,7.8,10,14,50
26/01/2026,Cainta,21,HTIG,6.6,0.2,0.0,6.4,7,8,50
26/01/2026,Cainta,21,TOXOID BETT,1334.3,2.3,66.2,1398.2,12,10,50
26/01/2026,Cainta,21,TOXOID ABHAYTOX,120.0,0.4,0.0,119.6,6,5,50
26/01/2026,Cainta,21,PPD,16.6,0.1,0.0,16.5,12,14,50
26/01/2026,Cainta,21,HEPA B,54.9,0.4,0.0,54.5,10,9,50
26/01/2026,Cainta,21,HEPA BIG,21.0,0.4,0.0,20.6,6,8,50
26/01/2026,Cainta,21,FLU,0.4,0.2,0.0,0.2,6,8,50
26/01/2026,Cainta,21,AMOXICILLIN 500MG,1345.3,5.9,0.0,1339.4,12,16,140
26/01/2026,Cainta,21,CEFALEXIN 500 MG,2541.5,4.2,0.0,2537.3,8,8,100
26/01/2026,Cainta,21,MEFENAMIC 500 MG,2691.9,6.2,0.0,2685.7,13,16,120
26/01/2026,Cainta,21,INSULIN,1347.1,5.2,0.0,1341.9,12,14,150
26/01/2026,Cainta,21,1CC/3CC,973.4,2.0,113.1,1084.5,11,9,50
26/01/2026,Cainta,21,5CC/10CC,915.4,2.0,128.0,1041.4,8,8,50
26/01/2026,Cainta,21,CETIRIZINE,2704.1,4.7,0.0,2699.4,11,10,100
26/01/2026,Cainta,21,G23,690.7,1.0,0.0,689.7,13,13,50
26/01/2026,Cainta,21,G27,778.8,1.0,0.0,777.8,6,8,50
26/01/2026,Cainta,21,GAUZE PAD,233.2,2.1,0.0,231.1,8,10,50
26/01/2026,Cainta,21,COTTON BALLS,2704.9,11.7,0.0,2693.2,7,7,240
26/01/2026,Cainta,21,BETADINE,2.6,0.1,0.0,2.5,9,10,50
26/01/2026,Cainta,21,ALCOHOL,8.7,0.1,0.0,8.6,11,10,50
26/01/2026,Cainta,21,FACEMASK,443.8,4.0,0.0,439.8,9,9,100
26/01/2026,Cainta,21,GLOVES,1042.8,4.7,0.0,1038.1,10,8,100
26/01/2026,Cainta,21,MICROPRE,151.3,1.0,0.0,150.3,8,9,50
26/01/2026,Cainta,21,STERILE WATER,80.2,0.6,0.0,79.6,6,7,50
26/01/2026,Cainta,21,REF THERMOMETER,1.0,0.2,0.0,0.8,7,9,50
26/01/2026,Cainta,21,ACRYLIC CONTAINERS,8.8,0.4,0.0,8.4,12,16,50
26/01/2026,Cainta,21,COOLER,7.4,0.1,0.0,7.3,10,9,50
26/01/2026,Cainta,21,KIDNEY BASIN,6.1,0.4,0.0,5.7,8,10,50
26/01/2026,Cainta,21,WEIGHING SCALE,15.3,0.1,0.0,15.2,12,11,50
26/01/2026,Cainta,21,FORCEPS,5.4,0.4,0.0,5.0,6,6,50
26/01/2026,Cainta,21,BETADINE CONTAINER,12.1,0.2,0.0,11.9,7,8,50
26/01/2026,Cainta,21,ALCOHOL PUMP CONTAINER,7.8,0.2,0.0,7.6,7,6,50
27/01/2026,Cainta,66,SPEEDA,1268.3,9.9,0.0,1258.4,43,38,70
27/01/2026,Cainta,66,ABHAYRAB,51.0,3.3,36.9,84.6,35,34,50
27/01/2026,Cainta,66,VAXIRAB,102.7,3.3,0.0,99.4,33,29,50
27/01/2026,Cainta,66,CHIRORAB,55.6,3.3,0.0,52.3,17,23,50
27/01/2026,Cainta,66,ERIG,22.3,2.6,0.0,19.7,21,20,50
27/01/2026,Cainta,66,HRIG,7.3,1.3,0.0,6.0,33,36,50
27/01/2026,Cainta,66,"ATS 1,500 ""IU""",25.5,1.3,0.0,24.2,27,38,50
27/01/2026,Cainta,66,"ATS 3000 ""IU""",32.3,1.3,0.0,31.0,41,47,50
27/01/2026,Cainta,66,"ATS 5,000 ""IU""",7.8,1.3,0.0,6.5,37,39,50
27/01/2026,Cainta,66,HTIG,6.4,0.7,0.0,5.7,28,38,50
27/01/2026,Cainta,66,TOXOID BETT,1398.2,6.8,0.0,1391.4,36,34,50
27/01/2026,Cainta,66,TOXOID ABHAYTOX,119.6,1.3,0.0,118.3,42,38,50
27/01/2026,Cainta,66,PPD,16.5,0.3,0.0,16.2,29,33,50
27/01/2026,Cainta,66,HEPA B,54.5,1.3,0.0,53.2,33,35,50
27/01/2026,Cainta,66,HEPA BIG,20.6,1.3,0.0,19.3,41,52,50
27/01/2026,Cainta,66,FLU,0.2,0.7,10.5,10.0,23,19,50
27/01/2026,Cainta,66,AMOXICILLIN 500MG,1339.4,16.1,0.0,1323.3,40,47,140
27/01/2026,Cainta,66,CEFALEXIN 500 MG,2537.3,12.3,0.0,2525.0,19,23,100
27/01/2026,Cainta,66,MEFENAMIC 500 MG,2685.7,15.9,0.0,2669.8,34,47,120
27/01/2026,Cainta,66,INSULIN,1341.9,17.6,0.0,1324.3,37,33,150
27/01/2026,Cainta,66,1CC/3CC,1084.5,7.2,0.0,1077.3,33,31,50
27/01/2026,Cainta,66,5CC/10CC,1041.4,6.3,177.7,1212.8,30,41,50
27/01/2026,Cainta,66,CETIRIZINE,2699.4,12.5,0.0,2686.9,33,39,100
27/01/2026,Cainta,66,G23,689.7,3.3,63.8,750.2,21,17,50
27/01/2026,Cainta,66,G27,777.8,3.2,0.0,774.6,22,19,50
27/01/2026,Cainta,66,GAUZE PAD,231.1,6.5,0.0,224.6,24,31,50
27/01/2026,Cainta,66,COTTON BALLS,2693.2,35.2,0.0,2658.0,32,36,240
27/01/2026,Cainta,66,BETADINE,2.5,0.3,0.0,2.2,28,32,50
27/01/2026,Cainta,66,ALCOHOL,8.6,0.3,0.0,8.3,23,31,50
27/01/2026,Cainta,66,FACEMASK,439.8,12.5,0.0,427.3,40,38,100
27/01/2026,Cainta,66,GLOVES,1038.1,11.3,0.0,1026.8,26,23,100
27/01/2026,Cainta,66,MICROPRE,150.3,3.3,0.0,147.0,28,33,50
27/01/2026,Cainta,66,STERILE WATER,79.6,2.1,0.0,77.5,27,36,50
27/01/2026,Cainta,66,REF THERMOMETER,0.8,0.7,0.0,0.1,21,20,50
27/01/2026,Cainta,66,ACRYLIC CONTAINERS,8.4,1.3,0.0,7.1,36,44,50
27/01/2026,Cainta,66,COOLER,7.3,0.3,0.0,7.0,28,25,50
27/01/2026,Cainta,66,KIDNEY BASIN,5.7,1.3,0.0,4.4,17,15,50
27/01/2026,Cainta,66,WEIGHING SCALE,15.2,0.3,0.0,14.9,42,56,50
27/01/2026,Cainta,66,FORCEPS,5.0,1.3,0.0,3.7,38,33,50
27/01/2026,Cainta,66,BETADINE CONTAINER,11.9,0.7,0.0,11.2,36,29,50
27/01/2026,Cainta,66,ALCOHOL PUMP CONTAINER,7.6,0.7,0.0,6.9,39,49,50
28/01/2026,Cainta,21,SPEEDA,1258.4,3.6,0.0,1254.8,13,13,70
28/01/2026,Cainta,21,ABHAYRAB,84.6,1.1,47.7,131.2,8,8,50
28/01/2026,Cainta,21,VAXIRAB,99.4,1.1,0.0,98.3,10,13,50
28/01/2026,Cainta,21,CHIRORAB,52.3,1.1,0.0,51.2,10,9,50
28/01/2026,Cainta,21,ERIG,19.7,0.8,0.0,18.9,7,8,50
28/01/2026,Cainta,21,HRIG,6.0,0.4,0.0,5.6,7,7,50
28/01/2026,Cainta,21,"ATS 1,500 ""IU""",24.2,0.4,0.0,23.8,6,5,50
28/01/2026,Cainta,21,"ATS 3000 ""IU""",31.0,0.4,0.0,30.6,11,13,50
28/01/2026,Cainta,21,"ATS 5,000 ""IU""",6.5,0.4,0.0,6.1,12,12,50
28/01/2026,Cainta,21,HTIG,5.7,0.2,0.0,5.5,12,16,50
28/01/2026,Cainta,21,TOXOID BETT,1391.4,2.1,152.7,1542.0,8,11,50
28/01/2026,Cainta,21,TOXOID ABHAYTOX,118.3,0.4,0.0,117.9,7,9,50
28/01/2026,Cainta,21,PPD,16.2,0.1,0.0,16.1,9,9,50
28/01/2026,Cainta,21,HEPA B,53.2,0.4,0.0,52.8,10,9,50
28/01/2026,Cainta,21,HEPA BIG,19.3,0.4,0.0,18.9,13,17,50
28/01/2026,Cainta,21,FLU,10.0,0.2,0.0,9.8,13,14,50
28/01/2026,Cainta,21,AMOXICILLIN 500MG,1323.3,7.1,0.0,1316.2,13,16,140
28/01/2026,Cainta,21,CEFALEXIN 500 MG,2525.0,4.2,178.5,2699.3,12,16,100
28/01/2026,Cainta,21,MEFENAMIC 500 MG,2669.8,5.5,0.0,2664.3,13,13,120
28/01/2026,Cainta,21,INSULIN,1324.3,5.5,0.0,1318.8,9,8,150
28/01/2026,Cainta,21,1CC/3CC,1077.3,2.2,0.0,1075.1,6,7,50
28/01/2026,Cainta,21,5CC/10CC,1212.8,2.2,0.0,1210.6,6,7,50
28/01/2026,Cainta,21,CETIRIZINE,2686.9,4.5,0.0,2682.4,9,9,100
28/01/2026,Cainta,21,G23,750.2,1.0,0.0,749.2,7,8,50
28/01/2026,Cainta,21,G27,774.6,1.1,0.0,773.5,7,9,50
28/01/2026,Cainta,21,GAUZE PAD,224.6,2.0,0.0,222.6,13,13,50
28/01/2026,Cainta,21,COTTON BALLS,2658.0,12.5,0.0,2645.5,7,7,240
28/01/2026,Cainta,21,BETADINE,2.2,0.1,0.0,2.1,13,16,50
28/01/2026,Cainta,21,ALCOHOL,8.3,0.1,0.0,8.2,12,15,50
28/01/2026,Cainta,21,FACEMASK,427.3,3.9,149.3,572.7,11,15,100
28/01/2026,Cainta,21,GLOVES,1026.8,4.4,0.0,1022.4,11,10,100
28/01/2026,Cainta,21,MICROPRE,147.0,1.0,0.0,146.0,8,11,50
28/01/2026,Cainta,21,STERILE WATER,77.5,0.6,0.0,76.9,11,14,50
28/01/2026,Cainta,21,REF THERMOMETER,0.1,0.2,6.1,6.0,7,9,50
28/01/2026,Cainta,21,ACRYLIC CONTAINERS,7.1,0.4,28.7,35.4,13,13,50
28/01/2026,Cainta,21,COOLER,7.0,0.1,0.0,6.9,8,7,50
28/01/2026,Cainta,21,KIDNEY BASIN,4.4,0.4,0.0,4.0,7,8,50
28/01/2026,Cainta,21,WEIGHING SCALE,14.9,0.1,0.0,14.8,11,11,50
28/01/2026,Cainta,21,FORCEPS,3.7,0.4,0.0,3.3,11,11,50
28/01/2026,Cainta,21,BETADINE CONTAINER,11.2,0.2,0.0,11.0,9,12,50
28/01/2026,Cainta,21,ALCOHOL PUMP CONTAINER,6.9,0.2,0.0,6.7,11,10,50
29/01/2026,Cainta,47,SPEEDA,1254.8,6.9,0.0,1247.9,15,20,70
29/01/2026,Cainta,47,ABHAYRAB,131.2,2.3,18.9,147.8,24,26,50
29/01/2026,Cainta,47,VAXIRAB,98.3,2.4,0.0,95.9,17,22,50
29/01/2026,Cainta,47,CHIRORAB,51.2,2.5,0.0,48.7,17,16,50
